,Python/is_empty1,Python/is_empty2,C++/is_empty_spot29,C++/is_empty_atva19,C++/is_empty_spot28,C++/old_is_empty,/result,aut/states,aut/edges,aut/sccs,aut/ntsccs,aut/nrsccs,aut/nrstates,aut/sets,aut/acc,/bench
697,0.04878932120045647,0.025805025198496877,0.004952488079434261,0.0049388249998446555,0.0049284467205870895,0.033883377397432926,TTTTTT,3,48,1,1,1,3,10,((Fin(0) & Fin(1) & Fin(2) & Fin(3)) | ((Inf(4) | Inf(5) | Inf(6)) & Inf(7))) & Fin(8) & Inf(9),ltlcross
698,0.20462849998148158,0.17772074750973843,0.03973469879711047,0.03900512779946439,0.03917721960460767,0.009690129800583236,TTTTTT,1,16,1,1,1,1,16,((Fin(0) & Fin(1) & Fin(2) & Fin(3)) | ((Inf(4) | Inf(5) | Inf(6)) & Inf(7))) & (Fin(8) | (Fin(9) & Fin(10) & Fin(11))) & (Inf(12) | Inf(13) | Inf(14) | Inf(15)),ltlcross
699,0.30632741696899757,0.2662139299791306,0.054005691199563444,0.05308822080260143,0.052893621800467375,0.009504639549413696,TTTTTT,1,16,1,1,1,1,16,((Inf(0) & (Inf(1) | Inf(2) | Inf(3))) | (Fin(4) & Fin(5) & Fin(6) & Fin(7))) & (Inf(8) | Inf(9) | Inf(10) | Inf(11)) & ((Fin(12) & Fin(13) & Fin(14)) | Fin(15)),ltlcross
700,0.04924051760463044,0.026219901302829383,0.005405987140256911,0.005385519220726565,0.005372227940242737,0.04059971959795803,TTTTTT,3,48,1,1,1,3,11,((Fin(0) & Fin(1) & Fin(2) & Fin(3)) | ((Inf(4) | Inf(5) | Inf(6)) & Inf(7))) & Fin(8) & (Inf(9) | Fin(10)),ltlcross
701,0.1804710084979888,0.08739487219136208,0.014740428200457244,0.014561598148429767,0.014572898848564364,0.04418809360358864,TTTTTT,8,98,1,1,1,8,6,(Inf(0) | (Fin(1) & Inf(2))) & (Fin(3)|Fin(4)) & Inf(5),ltlcross
702,0.12416019849479198,0.08282188640441746,0.011547348101157696,0.011335161598981357,0.011330965199158527,0.07414786739973352,TTTTTT,15,180,1,1,1,15,5,(Inf(0) | (Fin(1) & Inf(2))) & Fin(3) & Inf(4),ltlcross
703,0.20450697501655668,0.10501431199372746,0.02962242430076003,0.0296436483040452,0.029451441601850092,0.07923510619439185,TTTTTT,8,128,1,1,1,8,11,(Inf(0) | (Fin(1) & Inf(2))) & (Fin(3) | (Fin(4) & Fin(5) & Fin(6))) & (Inf(7) | Inf(8) | Inf(9) | Inf(10)),ltlcross
704,0.1518327874946408,0.09170316240051761,0.01634403824864421,0.016200070598279125,0.016188961948500946,0.0644012016011402,TTTTTT,15,180,1,1,1,15,6,(Inf(0) | (Fin(1) & Inf(2))) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
705,0.15215487399837002,0.09078693420160562,0.0160905332013499,0.016126501600956543,0.01615756220126059,0.060761224396992476,TTTTTT,15,180,1,1,1,15,6,(Inf(0) | (Fin(1) & Inf(2))) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
706,0.04537354860221967,0.02335327549953945,0.003141923979856074,0.0029769472597399728,0.002988102319650352,0.010478505151695572,TTTTTT,5,20,1,1,1,5,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
707,0.04233141659060493,0.02335277270176448,0.0031365656503476204,0.002944192169816233,0.002939410789986141,0.010570740600815042,TTTTTT,5,20,1,1,1,5,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
708,0.1615541554929223,0.12849332499899901,0.01744260955019854,0.01689858730242122,0.016923928100732157,0.029491924803005533,TTTTTT,3,20,1,1,1,3,7,(Inf(0) | Fin(1)) & (Inf(2) | Fin(3) | Inf(4)) & (Fin(5)|Fin(6)),ltlcross
709,0.0508976379991509,0.02663273529615253,0.004971391739090904,0.004946216179523617,0.004940344039350748,0.036439632799010725,TTTTTT,7,38,1,1,1,7,7,(Inf(0) | Fin(1)) & Fin(2) & (Inf(3) | (Fin(4) & (Inf(5) | Fin(6)))),ltlcross
710,0.04202708080410957,0.023305415303912013,0.0030899560003308578,0.0029078363301232456,0.0029329760797554625,0.009608013699762523,TTTTTT,4,15,1,1,1,4,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
711,0.03875592370168306,0.023257130599813537,0.0030273002304602413,0.0028844063699943944,0.0028617597097763793,0.00993812714878004,TTTTTT,4,15,1,1,1,4,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
712,0.1703081039886456,0.1382160300272517,0.018683571048313752,0.01820115959853865,0.018156775800161996,0.031378606596263126,TTTTTT,4,28,1,1,1,4,7,(Inf(0) | Fin(1)) & (Inf(2) | Fin(3) | Inf(4)) & (Fin(5)|Fin(6)),ltlcross
713,0.046389429399278016,0.025998453301144763,0.00488496758043766,0.0048774419398978355,0.004831100680166856,0.03391498239943758,TTTTTT,6,33,1,1,1,6,7,(Inf(0) | Fin(1)) & Fin(2) & (Inf(3) | (Fin(4) & (Inf(5) | Fin(6)))),ltlcross
714,0.04561198599403724,0.0245846257021185,0.00406708255992271,0.004043466220609844,0.004081243359250948,0.024640077102230862,TTTTTT,4,28,1,1,1,4,7,((Fin(0) & Fin(1)) | (Inf(2) & (Inf(3) | Fin(4)))) & Fin(5) & Inf(6),ltlcross
715,0.14121327101020142,0.12337411098997109,0.01883978880068753,0.01854113110166509,0.018805653601884843,0.013974343851441518,TTTTTT,2,14,1,1,1,2,10,((Fin(0) & Fin(1)) | (Inf(2) & (Inf(3) | Fin(4)))) & (Inf(5) | Fin(6) | Inf(7)) & (Fin(8)|Fin(9)),ltlcross
716,0.09233855999773369,0.07570645340019837,0.013274182198802009,0.013043668298632839,0.013146841002162546,0.012477046699495986,TTTTTT,2,14,1,1,1,2,10,((Fin(0) & Inf(1) & Fin(2)) | (Inf(3)&Inf(4))) & (Inf(5) | Inf(6)) & (Fin(7) | (Fin(8) & Inf(9))),ltlcross
717,0.04966311280149967,0.027277809102088213,0.005914716160623357,0.005885239460039884,0.005859315439593047,0.04622300600167364,TTTTTT,6,42,1,1,1,6,10,((Fin(0) & Fin(1)) | (Inf(2) & (Inf(3) | Fin(4)))) & Fin(5) & (Inf(6) | (Fin(7) & (Inf(8) | Fin(9)))),ltlcross
718,0.05901039419695735,0.025700244202744214,0.00447259572101757,0.0044437975797336545,0.004450983200222254,0.029917581495828925,TTTTTT,9,44,1,1,1,9,6,(Inf(0) | (Fin(1) & (Inf(2) | Fin(3)))) & Fin(4) & Inf(5),ltlcross
719,0.1339397679839749,0.09587283179862424,0.01632659080205485,0.015880961701623165,0.015857406149734743,0.04530317740282044,TTTTTT,5,34,1,1,1,5,9,(Inf(0) | (Fin(1) & (Inf(2) | Fin(3)))) & (Inf(4) | Fin(5) | Inf(6)) & (Fin(7)|Fin(8)),ltlcross
720,0.06459720799466595,0.02879060379927978,0.006666185519425199,0.006489873500540853,0.006523294579237699,0.07154796660179272,TTTTTT,12,70,1,1,1,12,9,(Inf(0) | (Fin(1) & (Inf(2) | Fin(3)))) & Fin(4) & (Inf(5) | (Fin(6) & (Inf(7) | Fin(8)))),ltlcross
721,0.07565994299948216,0.0388675342022907,0.00821841820026748,0.008206946540158242,0.00817294672015123,0.055887294199783354,TTTTTT,12,70,1,1,1,12,9,(Inf(0) | (Fin(1) & (Inf(2) | (Fin(3) & Inf(4))))) & Fin(5) & (Inf(6) | (Fin(7) & Inf(8))),ltlcross
722,0.05617371200351044,0.046678495197556916,0.004634044059785083,0.004604628339875489,0.004605007199570537,0.004608859639847651,TTTTTT,1,4,1,1,1,1,6,(Fin(2) | (Inf(0)&Inf(1))) & (Fin(3)|Fin(4)) & Inf(5),ltlcross
723,0.056584070797543976,0.04672797619132325,0.0045987291599158195,0.004550120499916374,0.004543377860682085,0.004557504080003128,TTTTTT,1,4,1,1,1,1,6,((Inf(0)&Inf(1)) | Fin(2)) & Inf(5) & (Fin(3)|Fin(4)),ltlcross
724,0.041723896993789825,0.023489130300004036,0.003047344399965368,0.0028453239996451885,0.0028625721402931958,0.014130339148687198,TTTTTT,3,12,1,1,1,3,5,(Fin(2) | (Inf(0)&Inf(1))) & Fin(3) & Inf(4),ltlcross
725,0.05962713900953531,0.049641852790955454,0.006676518240710721,0.006546319100307301,0.006542785859201103,0.010985902350512333,TTTTTT,1,4,1,1,1,1,7,(Fin(2) | (Inf(0)&Inf(1))) & (Inf(3) | Inf(4)) & (Fin(5)|Fin(6)),ltlcross
726,0.04357003120239824,0.02416237259749323,0.0035400211095111445,0.0035549935599556194,0.0035626423603389414,0.01780053289839998,TTTTTT,3,12,1,1,1,3,6,(Fin(2) | (Inf(0)&Inf(1))) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
727,0.10247066401643679,0.07455642140703275,0.007610308979637921,0.007254073499934748,0.007150741419754922,0.017094778799219057,TTTTTT,3,12,2,2,1,2,5,(Inf(0) | Fin(1)) & (Fin(2)|Fin(3)) & Inf(4),ltlcross
728,0.04499206560431048,0.023142894101329147,0.0031107574899215252,0.002957728750188835,0.002940118469996378,0.008478692719945684,TTTTTT,4,16,2,2,1,3,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
729,0.04506989000365138,0.023397789301816373,0.003089403960038908,0.002916955829714425,0.002921896310290322,0.008642087139887735,TTTTTT,4,16,2,2,1,3,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
730,0.1081504930043593,0.07904096679994836,0.010629305298789405,0.010290713948779739,0.010158543451689183,0.017173232848290355,TTTTTT,3,12,2,2,1,2,6,(Inf(0) | Fin(1)) & (Inf(2) | Inf(3)) & (Fin(4)|Fin(5)),ltlcross
731,0.047141313005704434,0.024643524101702497,0.0036888175003696234,0.0036715936200926082,0.0036693211999954656,0.01045833799871616,TTTTTT,4,16,2,2,1,3,5,(Inf(0) | Fin(1)) & Fin(2) & (Inf(3) | Fin(4)),ltlcross
732,0.06705473819747568,0.05848415159853175,0.006208567380672321,0.006074777839239686,0.006079830140806735,0.008421102639986203,TTTTTT,1,4,1,1,1,1,7,((Inf(0)&Inf(1)) | (Fin(2) & Fin(3))) & (Fin(4)|Fin(5)) & Inf(6),ltlcross
733,0.0426237516105175,0.023437991499667986,0.003199367260094732,0.0030298872297862545,0.0030157665797742083,0.014989536348730325,TTTTTT,3,12,1,1,1,3,6,((Inf(0)&Inf(1)) | (Fin(2) & Fin(3))) & Fin(4) & Inf(5),ltlcross
734,0.07213199899997562,0.06148946520406753,0.008421602519229054,0.008309224219992757,0.008279656500089914,0.005350368199869991,TTTTTT,1,4,1,1,1,1,8,((Inf(0)&Inf(1)) | (Fin(2) & Fin(3))) & (Inf(4) | Inf(5)) & (Fin(6)|Fin(7)),ltlcross
735,0.07106670900247991,0.06154701280174777,0.008494498640066012,0.0083450241596438,0.008320780360372737,0.005400969400070608,TTTTTT,1,4,1,1,1,1,8,((Fin(0) & Fin(1)) | (Inf(2)&Inf(3))) & (Fin(4)|Fin(5)) & (Inf(6) | Inf(7)),ltlcross
736,0.04423934540245682,0.024465800600592048,0.003740142660099082,0.0037334803899284454,0.0037191589100984855,0.018820000949199313,TTTTTT,3,12,1,1,1,3,7,((Inf(0)&Inf(1)) | (Fin(2) & Fin(3))) & Fin(4) & (Inf(5) | Fin(6)),ltlcross
737,0.1001073399966117,0.07748116239672527,0.009076567179290578,0.0089059006201569,0.008879055519355462,0.017149968500598335,TTTTTT,2,8,1,1,1,2,6,(Inf(0) | (Fin(1) & Inf(2))) & (Fin(3)|Fin(4)) & Inf(5),ltlcross
738,0.04281148500740528,0.02375081279897131,0.0033296756201889365,0.003161837739753537,0.003153086649836041,0.01449372574861627,TTTTTT,3,12,1,1,1,3,5,(Inf(0) | (Fin(1) & Inf(2))) & Fin(3) & Inf(4),ltlcross
739,0.10595807299250737,0.08207160760648549,0.012635086549562403,0.012176939548226073,0.012184998250450007,0.01741760734876152,TTTTTT,2,8,1,1,1,2,7,(Inf(0) | (Fin(1) & Inf(2))) & (Inf(3) | Inf(4)) & (Fin(5)|Fin(6)),ltlcross
740,0.045266413607168945,0.025434238399611786,0.0042458163201808926,0.004212159339804202,0.004195226220181212,0.01819215735013131,TTTTTT,3,12,1,1,1,3,6,(Inf(0) | (Fin(1) & Inf(2))) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
741,0.04540416620438918,0.025184908299706876,0.004211007499834523,0.004193530599586666,0.004187423000112176,0.01887396450038068,TTTTTT,3,12,1,1,1,3,6,(Inf(0) | (Fin(1) & Inf(2))) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
742,0.03350943219847977,0.004168595020892099,0.0008526511839590967,0.0008527433739509433,0.0008567567740101368,0.008228171719238161,TTTTTT,5,16,3,2,2,4,4,Fin(0) & (Inf(1)&Inf(3)) & Fin(2),ltlcross
743,0.040060247003566474,0.02526522990083322,0.004009288920788095,0.0039970860799076035,0.003990285969921388,0.019025445997249334,TTTTTT,8,29,6,5,2,4,4,(Inf(0) | Fin(1)) & (Inf(2) | Fin(3)),ltlcross
744,0.031255132099613545,0.003999496200121939,0.000818256753962487,0.0008131234800675883,0.0008161295079626143,0.008681627600453793,TTTTTT,4,14,3,2,2,3,5,Fin(0) & Inf(1) & Fin(2) & (Inf(3) | Fin(4)),ltlcross
745,0.03286955960211344,0.004014781600562856,0.0008149129260564223,0.0008156484420178458,0.0008105242139426991,0.008442865120014176,TTTTTT,4,11,3,2,2,3,5,Fin(0) & Inf(1) & Fin(2) & (Inf(3) | Fin(4)),ltlcross
746,0.031877933698706326,0.014412465348141269,0.002440289140213281,0.0022855106700444593,0.002275241480092518,0.016294691298389806,TTTTTT,4,12,3,2,2,3,6,((Fin(0) & Inf(1)) | Inf(2) | Fin(3)) & Fin(4) & Inf(5),ltlcross
747,0.028951379796490075,0.01438568125013262,0.0025724500900832937,0.002439526620437391,0.0024349453597096726,0.006838350140023977,TTTTTT,3,10,3,2,2,2,7,((Fin(0) & Inf(1)) | Inf(2) | Fin(3)) & Fin(4) & (Inf(5) | Fin(6)),ltlcross
748,0.03222733730217442,0.014491615150473081,0.0024607814603950827,0.0023062958300579337,0.0022899325401522217,0.017307939697639087,TTTTTT,4,14,4,3,2,2,7,(Inf(0) | (Fin(1) & Inf(2))) & (Inf(3) | Fin(4)) & Fin(5) & Inf(6),ltlcross
749,0.02978673789766617,0.01457191884983331,0.002660225619911216,0.0026527691999217494,0.0026633818895788865,0.01400475885020569,TTTTTT,3,10,3,2,2,2,7,((Fin(0) & Inf(1)) | Inf(2) | Fin(3)) & Fin(4) & (Inf(5) | Fin(6)),ltlcross
750,0.03198589840321801,0.004006503579439595,0.0008518201599363237,0.0008459407499758527,0.0008471060700248927,0.008601359779713675,TTTTTT,4,12,3,2,2,3,5,Fin(0) & (Inf(1) | Fin(2)) & Fin(3) & Inf(4),ltlcross
751,0.029110435995971785,0.0038654166198102756,0.0007926185399992392,0.0007931081220740453,0.0007912060159724206,0.00849020782043226,TTTTTT,3,10,3,2,2,2,6,Fin(0) & (Inf(1) | Fin(2)) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
752,0.029061883594840764,0.0038579312997171654,0.000789213343989104,0.0007907024440355598,0.0007882451680488884,0.008335918380180374,TTTTTT,3,8,3,2,2,2,6,Fin(0) & (Inf(1) | Fin(2)) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
753,0.03204913719673641,0.023907473497092723,0.0036724928399780765,0.0035240230103954673,0.0034928880399093033,0.016671812199638224,TTTTTT,4,12,4,3,2,2,6,(Inf(0) | (Fin(1) & Inf(2))) & (Inf(3) | (Fin(4) & Inf(5))),ltlcross
754,0.06707785238977522,0.004941096060210839,0.0011867020599311217,0.0011855853447923436,0.0011951830601901747,0.013605183199979365,TTTTTT,9,46,4,4,4,9,4,Fin(0) & (Inf(1)&Inf(3)) & Fin(2),ltlcross
755,0.05995943479938433,0.04484347680117935,0.006747557380003854,0.00666456697974354,0.00666878684074618,0.024299883597996084,TTTTTT,9,46,4,4,4,9,4,(Inf(0) | Fin(1)) & (Inf(2) | Fin(3)),ltlcross
756,0.06949815460247918,0.016124147549271585,0.00365647713013459,0.0036922081699594855,0.003636716890032403,0.11886906399740838,TTTTTT,10,113,4,4,4,10,14,Fin(0) & Inf(1) & (Inf(2) | (((Fin(3) & Inf(4)) | Fin(5)) & ((Fin(6) & Inf(7)) | Fin(8)) & Inf(9))) & (Fin(10)|Fin(11)|Fin(12)|Fin(13)),ltlcross
757,0.10532572999363765,0.007708667779807002,0.0023017523699672892,0.0023066825995920227,0.002301094849826768,0.029722340597072617,TTTTTT,23,136,13,9,5,14,5,Fin(0) & Inf(1) & Fin(2) & (Inf(3) | Fin(4)),ltlcross
758,0.06102398600196466,0.0365192542958539,0.007534313120413571,0.007489460300421342,0.007440392299322411,0.054264521994628015,TTTTTT,6,74,4,4,4,6,14,((((Fin(0) & Inf(1)) | Fin(2)) & ((Fin(3) & Inf(4)) | Fin(5)) & (Inf(6)&Inf(7))) | ((Fin(8)|Fin(9)|Fin(10)) & Fin(11))) & Fin(12) & Inf(13),ltlcross
759,0.061658678203821184,0.04970012840349227,0.011870708598871715,0.011816599001758733,0.011724526050966234,0.07181429880438372,TTTTTT,5,58,4,4,4,5,24,((((Fin(0) & Inf(1)) | Fin(2)) & ((Fin(3) & Inf(4)) | Fin(5)) & (Inf(6)&Inf(7))) | ((Fin(8)|Fin(9)|Fin(10)) & Fin(11))) & (Inf(12) | (((Fin(13) & Inf(14)) | Fin(15)) & ((Fin(16) & Inf(17)) | Fin(18)) & Inf(19))) & (Fin(20)|Fin(21)|Fin(22)|Fin(23)),ltlcross
760,0.06131019640015438,0.049245958600658925,0.01139885040174704,0.011410560749936849,0.011395967649878002,0.05585988580714911,TTTTTT,5,58,4,4,4,5,24,((Fin(0) & (((Inf(1) | Fin(2)) & Inf(3)) | ((Inf(4) | Fin(5)) & Inf(6)) | Fin(7))) | (Inf(8)&Inf(9)&Inf(10)&Inf(11))) & (((Inf(12) | Fin(13)) & Inf(14)) | ((Inf(15) | Fin(16)) & Inf(17)) | (Fin(18)|Fin(19))) & ((Inf(20)&Inf(21)&Inf(22)) | Inf(23)),ltlcross
761,0.08831504780100659,0.05143800339428708,0.011193674450623803,0.011173650249838829,0.011207240700605326,0.10684610650059767,TTTTTT,13,166,10,8,5,7,15,((((Fin(0) & Inf(1)) | Fin(2)) & ((Fin(3) & Inf(4)) | Fin(5)) & (Inf(6)&Inf(7))) | ((Fin(8)|Fin(9)|Fin(10)) & Fin(11))) & Fin(12) & (Inf(13) | Fin(14)),ltlcross
762,0.06148241659393534,0.00515136087895371,0.0013157089351443574,0.001330536229943391,0.001320419500116259,0.016006640999694354,TTTTTT,10,45,4,4,4,10,5,Fin(0) & (Inf(1) | Fin(2)) & Fin(3) & Inf(4),ltlcross
763,0.06340988379670306,0.016972072399221362,0.00411207516095601,0.004118844959884882,0.004083383099641651,0.19632372999330983,TTTTTT,9,110,4,4,4,9,15,Fin(0) & (Inf(1) | Fin(2)) & (Inf(3) | (((Fin(4) & Inf(5)) | Fin(6)) & ((Fin(7) & Inf(8)) | Fin(9)) & Inf(10))) & (Fin(11)|Fin(12)|Fin(13)|Fin(14)),ltlcross
764,0.08630070500075818,0.006984338100301102,0.002069098050124012,0.002085752520360984,0.0020725676603615285,0.023786865995498375,TTTTTT,18,83,10,8,5,12,6,Fin(0) & (Inf(1) | Fin(2)) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
765,0.08482546639861539,0.056468045606743546,0.008641565219732002,0.008580724180210381,0.00857272867928259,0.03347463969839737,TTTTTT,18,83,10,8,5,12,6,(Inf(0) | (Fin(1) & Inf(2))) & (Inf(3) | (Fin(4) & Inf(5))),ltlcross
766,0.05859321460593492,0.033216544397873804,0.004411021419800818,0.0039922549796756355,0.003970615979633294,0.011749110350501723,TTTTTT,6,27,2,2,2,6,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
767,0.05646126619540155,0.03400572270038538,0.004376452160067856,0.004073190779890865,0.00406125945970416,0.012423310699523427,TTTTTT,6,27,2,2,2,6,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
768,0.12806321200332604,0.09641598359448836,0.014579608399071731,0.014379996352363377,0.01403087009966839,0.028949026099871843,TTTTTT,4,28,2,2,2,4,8,(Inf(0) | Fin(1)) & (Fin(2)|Fin(3)) & ((Fin(4) & Inf(5)) | Fin(6) | Inf(7)),ltlcross
769,0.0674291759962216,0.038715592195512724,0.006890632959548384,0.006843180420110002,0.006848041820339859,0.04483953700400889,TTTTTT,10,59,2,2,2,10,7,(Inf(0) | Fin(1)) & Fin(2) & (Inf(3) | (Fin(4) & (Inf(5) | Fin(6)))),ltlcross
770,0.05684232199564576,0.03389862309559248,0.004351958619663492,0.004034282679203898,0.004047559580067172,0.011357697151834146,TTTTTT,5,21,2,2,2,5,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
771,0.05399937879992649,0.03370640269713476,0.00428422702010721,0.004026566370157525,0.004010628690011799,0.011552175000542775,TTTTTT,5,21,2,2,2,5,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
772,0.12549489649245515,0.09859672380844131,0.015126116698957049,0.014684892000514083,0.014758359250845388,0.03178545780247077,TTTTTT,5,38,2,2,2,5,8,(Inf(0) | Fin(1)) & (Fin(2)|Fin(3)) & ((Fin(4) & Inf(5)) | Fin(6) | Inf(7)),ltlcross
773,0.06155216339975596,0.03707117129815742,0.006674894300522283,0.0066305065795313565,0.006620707719121128,0.04142914320109412,TTTTTT,9,53,2,2,2,9,7,(Inf(0) | Fin(1)) & Fin(2) & (Inf(3) | (Fin(4) & (Inf(5) | Fin(6)))),ltlcross
774,0.06082612000172958,0.03552274729590863,0.005935861800098792,0.005783721819752828,0.0057996122201439,0.029514456703327595,TTTTTT,5,38,2,2,2,5,8,((((Fin(0) & Inf(1)) | Fin(2)) & Inf(3)) | (Fin(4) & Fin(5))) & Fin(6) & Inf(7),ltlcross
775,0.12438425599248149,0.10715642949799076,0.01868845185090322,0.018059128549066373,0.018044343549991026,0.02680022320128046,TTTTTT,3,20,2,2,2,3,12,((((Fin(0) & Inf(1)) | Fin(2)) & Inf(3)) | (Fin(4) & Fin(5))) & (Fin(6)|Fin(7)) & ((Fin(8) & Inf(9)) | Fin(10) | Inf(11)),ltlcross
776,0.12083187900134362,0.09985247798613273,0.01792385354929138,0.016819583700271323,0.016770119851571508,0.021451771300053223,TTTTTT,3,20,2,2,2,3,12,((Inf(0)&Inf(1)) | ((Inf(2) | Fin(3)) & Inf(4) & Fin(5))) & (((Inf(6) | Fin(7)) & Inf(8)) | Fin(9)) & (Inf(10) | Inf(11)),ltlcross
777,0.06887225859099999,0.04056154660647735,0.008483883480075748,0.008508134260773658,0.00842152539989911,0.06270501160761341,TTTTTT,9,72,2,2,2,9,11,((((Fin(0) & Inf(1)) | Fin(2)) & Inf(3)) | (Fin(4) & Fin(5))) & Fin(6) & (Inf(7) | (Fin(8) & (Inf(9) | Fin(10)))),ltlcross
778,0.07489564419956878,0.027144848904572427,0.004883855659281835,0.0048800742602907125,0.004867004599655047,0.03524947929545306,TTTTTT,10,55,2,2,2,10,7,Fin(0) & (Inf(1) | (Fin(2) & (Inf(3) | Fin(4)))) & Fin(5) & Inf(6),ltlcross
779,0.11754731449764222,0.07172485060291364,0.014119975600624456,0.013869124700431713,0.013818182001705282,0.0488910453976132,TTTTTT,6,46,2,2,2,6,11,Fin(0) & (Inf(1) | (Fin(2) & (Inf(3) | Fin(4)))) & (Fin(5)|Fin(6)) & ((Fin(7) & Inf(8)) | Fin(9) | Inf(10)),ltlcross
780,0.08284165139775723,0.030994167301105335,0.007483825619565323,0.007297520179999992,0.007304878740105778,0.09742588599328883,TTTTTT,15,96,2,2,2,15,10,Fin(0) & (Inf(1) | (Fin(2) & (Inf(3) | Fin(4)))) & Fin(5) & (Inf(6) | (Fin(7) & (Inf(8) | Fin(9)))),ltlcross
781,0.09548841039650142,0.06786537019070238,0.01662495759956073,0.01622858069895301,0.016300685648457148,0.11256957851583138,TTTTTT,15,96,2,2,2,15,10,(Inf(0) | (Fin(1) & (Inf(2) | (Fin(3) & Inf(4))))) & (Inf(5) | (Fin(6) & (Inf(7) | (Fin(8) & Inf(9))))),ltlcross
782,0.0569052572012879,0.048618687002453954,0.004854238220723346,0.004796167220920324,0.004816804499132559,0.004929273599991575,TTTTTT,1,4,1,1,1,1,6,(Fin(2) | (Inf(0)&Inf(1))) & (Fin(3)|Fin(4)) & Inf(5),ltlcross
783,0.05700224380707368,0.04654519660398364,0.00461255272035487,0.004540602780180052,0.004585917219519615,0.004766854160698131,TTTTTT,1,4,1,1,1,1,6,((Inf(0)&Inf(1)) | Fin(2)) & Inf(5) & (Fin(3)|Fin(4)),ltlcross
784,0.04289497359422967,0.023476451297756284,0.003081110580242239,0.0028687091398751363,0.0028659979900112374,0.014552384198759682,TTTTTT,3,12,1,1,1,3,5,(Fin(2) | (Inf(0)&Inf(1))) & Fin(3) & Inf(4),ltlcross
785,0.0983363094041124,0.08359486300032586,0.013746079002157786,0.013353126298170537,0.013380688248435035,0.01805830190132838,TTTTTT,1,8,1,1,1,1,9,(Fin(2) | (Inf(0)&Inf(1))) & ((Fin(3) & Fin(4)) | Fin(5)) & (Inf(6) | Inf(7) | Inf(8)),ltlcross
786,0.04332529339008033,0.024441112199565396,0.003559025460272096,0.003537847809493542,0.0035196587996324524,0.018177167148678564,TTTTTT,3,12,1,1,1,3,6,(Fin(2) | (Inf(0)&Inf(1))) & Fin(3) & (Inf(4) | Fin(5)),ltlcross
787,0.10305437300121412,0.07546886620111763,0.007562073180451989,0.007177433540346101,0.007160990780685097,0.01727515890088398,TTTTTT,3,12,2,2,1,2,5,(Inf(0) | Fin(1)) & (Fin(2)|Fin(3)) & Inf(4),ltlcross
788,0.04478454060154036,0.023421757604228332,0.0035194004402728752,0.0029387859295820816,0.0029421788698527963,0.008581450040219351,TTTTTT,4,16,2,2,1,3,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
789,0.04479981960030273,0.023227765201590957,0.0031152404297608884,0.002931922689895146,0.002910554789705202,0.008668436399893835,TTTTTT,4,16,2,2,1,3,4,(Inf(0) | Fin(1)) & Fin(2) & Inf(3),ltlcross
790,0.18636151097598486,0.14249463350279257,0.022241078602382912,0.021917135099647565,0.02177341349888593,0.025970475701615214,TTTTTT,3,24,2,2,1,2,8,(Inf(0) | Fin(1)) & ((Fin(2) & Fin(3)) | Fin(4)) & (Inf(5) | Inf(6) | Inf(7)),ltlcross
791,0.046950561797711995,0.024454436101950704,0.0036856629297835754,0.003680480429902673,0.003649368570186198,0.010637896449770779,TTTTTT,4,16,2,2,1,3,5,(Inf(0) | Fin(1)) & Fin(2) & (Inf(3) | Fin(4)),ltlcross
792,0.1241812419902999,0.10670549448695965,0.01409854874946177,0.013836542048375122,0.013761242051259615,0.016392686299514025,TTTTTT,1,8,1,1,1,1,9,((Fin(0) & Fin(1) & Fin(2)) | (Inf(3) & (Inf(4) | Inf(5)))) & (Fin(6)|Fin(7)) & Inf(8),ltlcross
793,0.04584561880910769,0.024481472698971628,0.004107286839280277,0.004080955639947206,0.004056344099808484,0.022272467601578683,TTTTTT,3,24,1,1,1,3,8,((Fin(0) & Fin(1) & Fin(2)) | (Inf(3) & (Inf(4) | Inf(5)))) & Fin(6) & Inf(7),ltlcross
